absent_player,team_name,teammate,avg_mins,games_sampled
Kyara Linskens,Phoenix Mercury,DeWanna Bonner,27.68,13
Kyara Linskens,Phoenix Mercury,Rae Burrell,27.29,3
Kyara Linskens,Phoenix Mercury,Erica Wheeler,27.11,3
Kyara Linskens,Phoenix Mercury,Diamond Miller,26.38,2
Kyara Linskens,Phoenix Mercury,Monique Akoa Makani,24.95,11
Kyara Linskens,Phoenix Mercury,Janelle Salaun,24.59,2
Kyara Linskens,Phoenix Mercury,Kaila Charles,24.31,2
Kyara Linskens,Phoenix Mercury,Sophie Cunningham,24.27,2
Kyara Linskens,Phoenix Mercury,Olivia Nelson-Ododa,23.62,2
Kyara Linskens,Phoenix Mercury,Natasha Mack,23.53,8
Kyara Linskens,Phoenix Mercury,Kennedy Burke,23.13,2
Kyara Linskens,Phoenix Mercury,Noemie Brochant,22.25,13
Kyara Linskens,Phoenix Mercury,Lexie Hull,21.13,2
Kyara Linskens,Phoenix Mercury,Raven Johnson,20.73,2
Kyara Linskens,Phoenix Mercury,Cecilia Zandalasini,20.01,2
Kyara Linskens,Phoenix Mercury,Cameron Brink,19.81,3
Kyara Linskens,Phoenix Mercury,Kiah Stokes,19.09,2
Kyara Linskens,Phoenix Mercury,Valeriane Ayayi,18.45,10
Kyara Linskens,Phoenix Mercury,Tiffany Hayes,18.10,2
Kyara Linskens,Phoenix Mercury,Monique Billings,17.48,2
Kyara Linskens,Phoenix Mercury,Lexi Held,17.30,12
Kyara Linskens,Phoenix Mercury,Jovana Nogic,16.36,5
Kyara Linskens,Phoenix Mercury,Aaliyah Edwards,14.21,2
Kyara Linskens,Phoenix Mercury,Sami Whitcomb,14.05,6
Kyara Linskens,Phoenix Mercury,Myisha Hines-Allen,13.98,2
Kyara Linskens,Phoenix Mercury,Tyasha Harris,12.65,2
Kyara Linskens,Phoenix Mercury,Kiana Williams,9.15,2
Kyara Linskens,Phoenix Mercury,Marta Suarez,8.88,6
Kyara Linskens,Phoenix Mercury,Nell Angloma,7.66,2
Kyara Linskens,Phoenix Mercury,Kaitlyn Chen,7.46,2
Kyara Linskens,Phoenix Mercury,Chance Gray,7.31,3
Kyara Linskens,Phoenix Mercury,Jihyun Park,6.92,3
Kyara Linskens,Phoenix Mercury,Raegan Beers,3.83,2
Kyara Linskens,Phoenix Mercury,Quionche Carter,3.16,5
Kyara Linskens,Phoenix Mercury,Gianna Kneepkens,2.84,2
Kyara Linskens,Phoenix Mercury,Kate Martin,2.31,3
Lexi Held,Phoenix Mercury,Kahleah Copper,33.89,8
Lexi Held,Phoenix Mercury,Alyssa Thomas,33.86,8
Lexi Held,Phoenix Mercury,Breanna Stewart,31.79,2
Lexi Held,Phoenix Mercury,Leonie Fiebich,31.18,2
Lexi Held,Phoenix Mercury,Jonquel Jones,30.67,2
Lexi Held,Phoenix Mercury,DeWanna Bonner,27.10,8
Lexi Held,Phoenix Mercury,Pauline Astier,26.85,2
Lexi Held,Phoenix Mercury,Natasha Mack,26.41,8
Lexi Held,Phoenix Mercury,Monique Akoa Makani,23.98,2
Lexi Held,Phoenix Mercury,Marine Johannes,21.86,2
Lexi Held,Phoenix Mercury,Jovana Nogic,21.66,8
Lexi Held,Phoenix Mercury,Noemie Brochant,17.88,8
Lexi Held,Phoenix Mercury,Rebekah Gardner,16.35,2
Lexi Held,Phoenix Mercury,Betnijah Laney-Hamilton,14.05,2
Lexi Held,Phoenix Mercury,Han Xu,13.80,2
Lexi Held,Phoenix Mercury,Kiana Williams,13.20,7
Lexi Held,Phoenix Mercury,Kyara Linskens,10.86,7
Lexi Held,Phoenix Mercury,Marta Suarez,9.63,2
Lexi Held,Phoenix Mercury,Valeriane Ayayi,9.55,5
Lexi Held,Phoenix Mercury,Rebecca Allen,7.64,2
Lexi Held,Phoenix Mercury,Quionche Carter,6.11,3
Lexi Held,Phoenix Mercury,Anneli Maley,3.04,2
Monique Akoa Makani,Phoenix Mercury,Maria Conde,35.26,2
Monique Akoa Makani,Phoenix Mercury,Kelsey Mitchell,34.83,2
Monique Akoa Makani,Phoenix Mercury,Alyssa Thomas,33.75,10
Monique Akoa Makani,Phoenix Mercury,Kahleah Copper,32.47,11
Monique Akoa Makani,Phoenix Mercury,Aliyah Boston,32.02,2
Monique Akoa Makani,Phoenix Mercury,DeWanna Bonner,28.82,11
Monique Akoa Makani,Phoenix Mercury,Jovana Nogic,25.22,7
Monique Akoa Makani,Phoenix Mercury,Caitlin Clark,24.39,2
Monique Akoa Makani,Phoenix Mercury,Natasha Mack,24.21,9
Monique Akoa Makani,Phoenix Mercury,Monique Billings,24.19,2
Monique Akoa Makani,Phoenix Mercury,Sophie Cunningham,23.18,2
Monique Akoa Makani,Phoenix Mercury,Lexi Held,23.13,5
Monique Akoa Makani,Phoenix Mercury,Noemie Brochant,22.42,11
Monique Akoa Makani,Phoenix Mercury,Lexie Hull,20.75,2
Monique Akoa Makani,Phoenix Mercury,Raven Johnson,18.39,2
Monique Akoa Makani,Phoenix Mercury,Valeriane Ayayi,18.10,8
Monique Akoa Makani,Phoenix Mercury,Myisha Hines-Allen,17.76,2
Monique Akoa Makani,Phoenix Mercury,Kia Nurse,17.12,2
Monique Akoa Makani,Phoenix Mercury,Laura Juskaite,16.94,2
Monique Akoa Makani,Phoenix Mercury,Kiana Williams,13.97,7
Monique Akoa Makani,Phoenix Mercury,Marta Suarez,11.03,4
Monique Akoa Makani,Phoenix Mercury,Kyara Linskens,10.61,9
Monique Akoa Makani,Phoenix Mercury,Quionche Carter,5.23,7
Monique Akoa Makani,Phoenix Mercury,Shay Ciezki,4.73,2
Monique Akoa Makani,Phoenix Mercury,Anneli Maley,3.04,2
Natasha Mack,Phoenix Mercury,Kelsey Mitchell,36.27,2
Natasha Mack,Phoenix Mercury,Aliyah Boston,36.09,2
Natasha Mack,Phoenix Mercury,Alyssa Thomas,33.66,7
Natasha Mack,Phoenix Mercury,Kahleah Copper,32.90,8
Natasha Mack,Phoenix Mercury,DeWanna Bonner,30.05,8
Natasha Mack,Phoenix Mercury,Valeriane Ayayi,25.88,8
Natasha Mack,Phoenix Mercury,Sophie Cunningham,24.27,2
Natasha Mack,Phoenix Mercury,Lexi Held,22.56,8
Natasha Mack,Phoenix Mercury,Noemie Brochant,22.50,7
Natasha Mack,Phoenix Mercury,Monique Akoa Makani,21.25,6
Natasha Mack,Phoenix Mercury,Lexie Hull,21.13,2
Natasha Mack,Phoenix Mercury,Raven Johnson,20.73,2
Natasha Mack,Phoenix Mercury,Monique Billings,17.48,2
Natasha Mack,Phoenix Mercury,Myisha Hines-Allen,13.98,2
Natasha Mack,Phoenix Mercury,Sami Whitcomb,13.45,4
Natasha Mack,Phoenix Mercury,Tyasha Harris,12.65,2
Natasha Mack,Phoenix Mercury,Kyara Linskens,9.61,3
Natasha Mack,Phoenix Mercury,Marta Suarez,9.21,8
Natasha Mack,Phoenix Mercury,Quionche Carter,8.07,3
Sami Whitcomb,Phoenix Mercury,Kelsey Plum,35.33,2
Sami Whitcomb,Phoenix Mercury,Maria Conde,35.26,2
Sami Whitcomb,Phoenix Mercury,Kelsey Mitchell,34.83,2
Sami Whitcomb,Phoenix Mercury,Veronica Burton,34.73,2
Sami Whitcomb,Phoenix Mercury,Nneka Ogwumike,33.73,2
Sami Whitcomb,Phoenix Mercury,Alyssa Thomas,33.53,21
Sami Whitcomb,Phoenix Mercury,Kahleah Copper,32.67,22
Sami Whitcomb,Phoenix Mercury,Kayla Thornton,32.57,2
Sami Whitcomb,Phoenix Mercury,Aliyah Boston,32.02,2
Sami Whitcomb,Phoenix Mercury,Breanna Stewart,31.79,2
Sami Whitcomb,Phoenix Mercury,Jackie Young,31.58,2
Sami Whitcomb,Phoenix Mercury,Leonie Fiebich,31.18,2
Sami Whitcomb,Phoenix Mercury,Gabby Williams,31.05,2
Sami Whitcomb,Phoenix Mercury,Jonquel Jones,30.67,2
Sami Whitcomb,Phoenix Mercury,Flau'jae Johnson,30.65,3
Sami Whitcomb,Phoenix Mercury,A'ja Wilson,30.33,2
Sami Whitcomb,Phoenix Mercury,Awa Fam,29.97,3
Sami Whitcomb,Phoenix Mercury,Courtney Williams,29.38,2
Sami Whitcomb,Phoenix Mercury,Dearica Hamby,28.98,2
Sami Whitcomb,Phoenix Mercury,Chelsea Gray,28.52,2
Sami Whitcomb,Phoenix Mercury,Natisha Hiedeman,28.36,3
Sami Whitcomb,Phoenix Mercury,Ariel Atkins,27.67,2
Sami Whitcomb,Phoenix Mercury,Natasha Cloud,27.52,2
Sami Whitcomb,Phoenix Mercury,Kayla McBride,27.50,2
Sami Whitcomb,Phoenix Mercury,Erica Wheeler,27.49,2
Sami Whitcomb,Phoenix Mercury,Olivia Miles,26.96,2
Sami Whitcomb,Phoenix Mercury,Pauline Astier,26.85,2
Sami Whitcomb,Phoenix Mercury,DeWanna Bonner,26.57,23
Sami Whitcomb,Phoenix Mercury,Kaila Charles,26.37,2
Sami Whitcomb,Phoenix Mercury,Natasha Howard,26.02,2
Sami Whitcomb,Phoenix Mercury,NaLyssa Smith,25.86,2
Sami Whitcomb,Phoenix Mercury,Janelle Salaun,25.73,2
Sami Whitcomb,Phoenix Mercury,Kamilla Cardoso,25.07,2
Sami Whitcomb,Phoenix Mercury,Natasha Mack,24.83,19
Sami Whitcomb,Phoenix Mercury,Monique Akoa Makani,24.52,12
Sami Whitcomb,Phoenix Mercury,Caitlin Clark,24.39,2
Sami Whitcomb,Phoenix Mercury,Monique Billings,24.19,2
Sami Whitcomb,Phoenix Mercury,Rae Burrell,24.17,2
Sami Whitcomb,Phoenix Mercury,Jewell Loyd,24.12,2
Sami Whitcomb,Phoenix Mercury,Gabriela Jaquez,23.58,2
Sami Whitcomb,Phoenix Mercury,Sophie Cunningham,23.18,2
Sami Whitcomb,Phoenix Mercury,Noemie Brochant,22.57,22
Sami Whitcomb,Phoenix Mercury,Dominique Malonga,21.88,2
Sami Whitcomb,Phoenix Mercury,Marine Johannes,21.86,2
Sami Whitcomb,Phoenix Mercury,Jacy Sheldon,21.48,2
Sami Whitcomb,Phoenix Mercury,Nia Coffey,21.43,2
Sami Whitcomb,Phoenix Mercury,Antonia Delaere,21.33,2
Sami Whitcomb,Phoenix Mercury,Lexi Held,21.11,15
Sami Whitcomb,Phoenix Mercury,Lexie Hull,20.75,2
Sami Whitcomb,Phoenix Mercury,Jordan Horston,20.67,2
Sami Whitcomb,Phoenix Mercury,Cameron Brink,20.41,2
Sami Whitcomb,Phoenix Mercury,Jovana Nogic,20.16,16
Sami Whitcomb,Phoenix Mercury,Stephanie Talbot,19.56,2
Sami Whitcomb,Phoenix Mercury,Stefanie Dolson,19.41,3
Sami Whitcomb,Phoenix Mercury,Raven Johnson,18.39,2
Sami Whitcomb,Phoenix Mercury,Myisha Hines-Allen,17.76,2
Sami Whitcomb,Phoenix Mercury,Katie Lou Samuelson,17.37,3
Sami Whitcomb,Phoenix Mercury,Kia Nurse,17.12,2
Sami Whitcomb,Phoenix Mercury,Laura Juskaite,16.94,2
Sami Whitcomb,Phoenix Mercury,Jade Melbourne,16.61,3
Sami Whitcomb,Phoenix Mercury,Kiah Stokes,16.40,2
Sami Whitcomb,Phoenix Mercury,Rebekah Gardner,16.35,2
Sami Whitcomb,Phoenix Mercury,Valeriane Ayayi,15.08,17
Sami Whitcomb,Phoenix Mercury,Elizabeth Williams,14.90,2
Sami Whitcomb,Phoenix Mercury,Sydney Taylor,14.76,2
Sami Whitcomb,Phoenix Mercury,Aicha Coulibaly,14.66,2
Sami Whitcomb,Phoenix Mercury,Betnijah Laney-Hamilton,14.05,2
Sami Whitcomb,Phoenix Mercury,Rachel Banham,13.89,2
Sami Whitcomb,Phoenix Mercury,Han Xu,13.80,2
Sami Whitcomb,Phoenix Mercury,Anastasiia Olairi Kosu,13.45,2
Sami Whitcomb,Phoenix Mercury,Kiana Williams,13.09,8
Sami Whitcomb,Phoenix Mercury,Maya Caldwell,12.72,2
Sami Whitcomb,Phoenix Mercury,Zia Cooke,12.20,3
Sami Whitcomb,Phoenix Mercury,Kierstan Bell,11.83,2
Sami Whitcomb,Phoenix Mercury,Brianna Turner,10.57,2
Sami Whitcomb,Phoenix Mercury,Kyara Linskens,10.37,16
Sami Whitcomb,Phoenix Mercury,Marta Suarez,9.85,7
Sami Whitcomb,Phoenix Mercury,Mackenzie Holmes,8.39,3
Sami Whitcomb,Phoenix Mercury,Cheyenne Parker-Tyus,7.98,2
Sami Whitcomb,Phoenix Mercury,Rebecca Allen,7.64,2
Sami Whitcomb,Phoenix Mercury,Jihyun Park,7.25,2
Sami Whitcomb,Phoenix Mercury,Quionche Carter,6.20,13
Sami Whitcomb,Phoenix Mercury,Kaitlyn Chen,5.97,2
Sami Whitcomb,Phoenix Mercury,Chance Gray,5.04,2
Sami Whitcomb,Phoenix Mercury,Shay Ciezki,4.73,2
Sami Whitcomb,Phoenix Mercury,Taylor Thierry,4.55,2
Sami Whitcomb,Phoenix Mercury,Anneli Maley,3.04,2
Sami Whitcomb,Phoenix Mercury,Kate Martin,2.43,2
Valeriane Ayayi,Phoenix Mercury,Veronica Burton,34.73,2
Valeriane Ayayi,Phoenix Mercury,Alyssa Thomas,34.16,6
Valeriane Ayayi,Phoenix Mercury,Kayla Thornton,32.57,2
Valeriane Ayayi,Phoenix Mercury,Kahleah Copper,31.19,6
Valeriane Ayayi,Phoenix Mercury,Gabby Williams,31.05,2
Valeriane Ayayi,Phoenix Mercury,Monique Akoa Makani,26.61,3
Valeriane Ayayi,Phoenix Mercury,Kaila Charles,26.37,2
Valeriane Ayayi,Phoenix Mercury,Janelle Salaun,25.73,2
Valeriane Ayayi,Phoenix Mercury,Natasha Mack,25.31,6
Valeriane Ayayi,Phoenix Mercury,DeWanna Bonner,24.89,6
Valeriane Ayayi,Phoenix Mercury,Noemie Brochant,23.09,6
Valeriane Ayayi,Phoenix Mercury,Lexi Held,22.35,3
Valeriane Ayayi,Phoenix Mercury,Jovana Nogic,18.23,6
Valeriane Ayayi,Phoenix Mercury,Kiana Williams,17.34,3
Valeriane Ayayi,Phoenix Mercury,Kiah Stokes,16.40,2
Valeriane Ayayi,Phoenix Mercury,Kyara Linskens,10.37,3
Valeriane Ayayi,Phoenix Mercury,Quionche Carter,6.32,5
Valeriane Ayayi,Phoenix Mercury,Kaitlyn Chen,5.97,2
Valeriane Ayayi,Phoenix Mercury,Anneli Maley,3.04,2
Carla Leite,Portland Fire,Bridget Carleton,29.19,2
Carla Leite,Portland Fire,Nyadiew Puoch,25.88,2
Carla Leite,Portland Fire,Emily Engstler,23.42,2
Carla Leite,Portland Fire,Luisa Geiselsoder,23.23,2
Carla Leite,Portland Fire,Sug Sutton,22.15,2
Carla Leite,Portland Fire,Sarah Ashlee Barker,21.18,2
Carla Leite,Portland Fire,Haley Jones,13.23,2
Carla Leite,Portland Fire,Megan Gustafson,10.93,2
Carla Leite,Portland Fire,Serah Williams,8.23,2
Frieda Buhner,Portland Fire,Bridget Carleton,29.45,3
Frieda Buhner,Portland Fire,Emily Engstler,25.52,3
Frieda Buhner,Portland Fire,Sug Sutton,24.37,2
Frieda Buhner,Portland Fire,Luisa Geiselsoder,22.88,3
Frieda Buhner,Portland Fire,Nyadiew Puoch,20.47,3
Frieda Buhner,Portland Fire,Sarah Ashlee Barker,19.44,3
Frieda Buhner,Portland Fire,Carla Leite,17.98,2
Frieda Buhner,Portland Fire,Megan Gustafson,14.57,3
Frieda Buhner,Portland Fire,Serah Williams,13.41,3
Frieda Buhner,Portland Fire,Haley Jones,12.33,2
Frieda Buhner,Portland Fire,Holly Winterburn,11.32,2
Haley Jones,Portland Fire,Sonia Citron,40.91,2
Haley Jones,Portland Fire,Shakira Austin,40.31,2
Haley Jones,Portland Fire,Michaela Onyenwere,37.68,2
Haley Jones,Portland Fire,Naz Hillmon,36.19,2
Haley Jones,Portland Fire,Kiki Iriafen,35.91,2
Haley Jones,Portland Fire,Jessica Shepard,34.91,2
Haley Jones,Portland Fire,Arike Ogunbowale,34.88,2
Haley Jones,Portland Fire,Chelsea Gray,34.42,3
Haley Jones,Portland Fire,Natisha Hiedeman,33.53,2
Haley Jones,Portland Fire,Rhyne Howard,32.39,2
Haley Jones,Portland Fire,Azzi Fudd,32.17,2
Haley Jones,Portland Fire,A'ja Wilson,32.03,3
Haley Jones,Portland Fire,Awa Fam,31.78,2
Haley Jones,Portland Fire,Jackie Young,31.46,3
Haley Jones,Portland Fire,Jordin Canada,31.07,2
Haley Jones,Portland Fire,Bridget Carleton,30.51,22
Haley Jones,Portland Fire,Allisha Gray,30.47,2
Haley Jones,Portland Fire,Charlisse Leger-Walker,30.38,2
Haley Jones,Portland Fire,Kayla McBride,28.70,2
Haley Jones,Portland Fire,Olivia Miles,28.35,2
Haley Jones,Portland Fire,Courtney Williams,28.10,2
Haley Jones,Portland Fire,Azura Stevens,27.63,2
Haley Jones,Portland Fire,NaLyssa Smith,26.88,2
Haley Jones,Portland Fire,Dominique Malonga,26.57,2
Haley Jones,Portland Fire,Flau'jae Johnson,26.45,2
Haley Jones,Portland Fire,Jewell Loyd,26.31,3
Haley Jones,Portland Fire,Carla Leite,26.13,23
Haley Jones,Portland Fire,Diamond Miller,26.08,2
Haley Jones,Portland Fire,Alicia Florez,25.72,2
Haley Jones,Portland Fire,Natasha Howard,25.70,2
Haley Jones,Portland Fire,Megan DiLeo,25.69,2
Haley Jones,Portland Fire,Sarah Ashlee Barker,25.50,21
Haley Jones,Portland Fire,Kamilla Cardoso,25.38,2
Haley Jones,Portland Fire,Megan Gustafson,25.29,19
Haley Jones,Portland Fire,Jade Melbourne,24.19,2
Haley Jones,Portland Fire,Emily Engstler,23.97,23
Haley Jones,Portland Fire,Skylar Diggins,23.81,2
Haley Jones,Portland Fire,Gabriela Jaquez,23.64,2
Haley Jones,Portland Fire,Olivia Nelson-Ododa,23.40,2
Haley Jones,Portland Fire,Sydney Taylor,22.20,2
Haley Jones,Portland Fire,Aziaha James,20.62,2
Haley Jones,Portland Fire,Nia Coffey,20.40,2
Haley Jones,Portland Fire,Maddy Siegrist,19.87,2
Haley Jones,Portland Fire,Zia Cooke,19.61,2
Haley Jones,Portland Fire,Antonia Delaere,19.42,2
Haley Jones,Portland Fire,Natasha Cloud,19.41,2
Haley Jones,Portland Fire,Jacy Sheldon,18.73,2
Haley Jones,Portland Fire,Awak Kuier,18.70,2
Haley Jones,Portland Fire,Stephanie Talbot,18.63,3
Haley Jones,Portland Fire,Anastasiia Olairi Kosu,16.37,2
Haley Jones,Portland Fire,Cotie McMahon,16.35,2
Haley Jones,Portland Fire,Kennedy Burke,15.95,2
Haley Jones,Portland Fire,Brianna Turner,15.94,3
Haley Jones,Portland Fire,Elizabeth Williams,15.92,2
Haley Jones,Portland Fire,Frieda Buhner,15.51,22
Haley Jones,Portland Fire,Nyadiew Puoch,15.42,22
Haley Jones,Portland Fire,Madina Okot,14.60,2
Haley Jones,Portland Fire,Katie Lou Samuelson,14.48,2
Haley Jones,Portland Fire,Aaliyah Edwards,14.45,2
Haley Jones,Portland Fire,Karlie Samuelson,14.42,16
Haley Jones,Portland Fire,Luisa Geiselsoder,14.32,16
Haley Jones,Portland Fire,Lexi Held,14.00,2
Haley Jones,Portland Fire,Isobel Borlase,13.95,2
Haley Jones,Portland Fire,Georgia Amoore,13.59,2
Haley Jones,Portland Fire,Teja Oblak,13.21,22
Haley Jones,Portland Fire,Lauren Betts,12.60,2
Haley Jones,Portland Fire,Serah Williams,12.47,20
Haley Jones,Portland Fire,Maya Caldwell,11.65,2
Haley Jones,Portland Fire,Sika Kone,11.29,2
Haley Jones,Portland Fire,Te-Hina Paopao,10.21,2
Haley Jones,Portland Fire,Raegan Beers,10.03,2
Haley Jones,Portland Fire,Jordan Harrison,9.93,3
Haley Jones,Portland Fire,Stefanie Dolson,9.29,2
Haley Jones,Portland Fire,Angela Dugalic,9.18,2
Haley Jones,Portland Fire,Rachel Banham,8.74,2
Haley Jones,Portland Fire,Lucy Olsen,8.16,2
Haley Jones,Portland Fire,Holly Winterburn,7.60,13
Haley Jones,Portland Fire,Nell Angloma,7.27,2
Haley Jones,Portland Fire,Cheyenne Parker-Tyus,6.58,2
Haley Jones,Portland Fire,Eliska Hamzova,6.44,2
Haley Jones,Portland Fire,Indya Nivar,2.36,2
Haley Jones,Portland Fire,Aaliyah Nye,1.60,2
Karlie Samuelson,Portland Fire,Breanna Stewart,33.13,2
Karlie Samuelson,Portland Fire,Bridget Carleton,31.35,12
Karlie Samuelson,Portland Fire,Kelsey Mitchell,30.67,2
Karlie Samuelson,Portland Fire,Marine Johannes,30.65,2
Karlie Samuelson,Portland Fire,Jonquel Jones,30.42,2
Karlie Samuelson,Portland Fire,Kayla McBride,28.70,2
Karlie Samuelson,Portland Fire,Olivia Miles,28.35,2
Karlie Samuelson,Portland Fire,Courtney Williams,28.10,2
Karlie Samuelson,Portland Fire,Gabriela Jaquez,28.06,2
Karlie Samuelson,Portland Fire,Skylar Diggins,27.75,2
Karlie Samuelson,Portland Fire,Pauline Astier,26.04,2
Karlie Samuelson,Portland Fire,Sarah Ashlee Barker,26.00,12
Karlie Samuelson,Portland Fire,Carla Leite,25.98,10
Karlie Samuelson,Portland Fire,Natasha Howard,25.70,2
Karlie Samuelson,Portland Fire,Jacy Sheldon,24.73,2
Karlie Samuelson,Portland Fire,Emily Engstler,24.36,12
Karlie Samuelson,Portland Fire,Kamilla Cardoso,24.20,2
Karlie Samuelson,Portland Fire,Aliyah Boston,23.46,2
Karlie Samuelson,Portland Fire,Sug Sutton,22.82,3
Karlie Samuelson,Portland Fire,Makayla Timpson,22.13,2
Karlie Samuelson,Portland Fire,Megan Gustafson,21.50,11
Karlie Samuelson,Portland Fire,Rebekah Gardner,21.11,2
Karlie Samuelson,Portland Fire,Sophie Cunningham,20.83,2
Karlie Samuelson,Portland Fire,Betnijah Laney-Hamilton,20.80,2
Karlie Samuelson,Portland Fire,Tyasha Harris,20.72,2
Karlie Samuelson,Portland Fire,Nia Coffey,20.40,2
Karlie Samuelson,Portland Fire,Luisa Geiselsoder,19.56,9
Karlie Samuelson,Portland Fire,Antonia Delaere,19.42,2
Karlie Samuelson,Portland Fire,Nyadiew Puoch,18.97,12
Karlie Samuelson,Portland Fire,Lexie Hull,18.69,2
Karlie Samuelson,Portland Fire,Myisha Hines-Allen,18.03,2
Karlie Samuelson,Portland Fire,Elizabeth Williams,17.09,2
Karlie Samuelson,Portland Fire,Anastasiia Olairi Kosu,16.37,2
Karlie Samuelson,Portland Fire,Frieda Buhner,16.00,10
Karlie Samuelson,Portland Fire,Raven Johnson,15.96,2
Karlie Samuelson,Portland Fire,Kamiah Smalls,15.09,2
Karlie Samuelson,Portland Fire,Julie Vanloo,14.94,2
Karlie Samuelson,Portland Fire,Monique Billings,14.26,2
Karlie Samuelson,Portland Fire,Sydney Taylor,13.65,2
Karlie Samuelson,Portland Fire,Rachel Banham,13.43,2
Karlie Samuelson,Portland Fire,Serah Williams,12.82,10
Karlie Samuelson,Portland Fire,Teja Oblak,12.69,7
Karlie Samuelson,Portland Fire,Maya Caldwell,11.65,2
Karlie Samuelson,Portland Fire,Haley Jones,11.32,5
Karlie Samuelson,Portland Fire,Jordan Harrison,10.32,4
Karlie Samuelson,Portland Fire,Holly Winterburn,6.56,7
Karlie Samuelson,Portland Fire,Eliska Hamzova,6.44,2
Karlie Samuelson,Portland Fire,Han Xu,6.42,2
Karlie Samuelson,Portland Fire,Aubrey Griffin,1.15,2
Luisa Geiselsoder,Portland Fire,Bridget Carleton,33.72,7
Luisa Geiselsoder,Portland Fire,Natisha Hiedeman,33.53,2
Luisa Geiselsoder,Portland Fire,Awa Fam,31.78,2
Luisa Geiselsoder,Portland Fire,Megan Gustafson,31.33,6
Luisa Geiselsoder,Portland Fire,Carla Leite,30.19,7
Luisa Geiselsoder,Portland Fire,Dominique Malonga,26.57,2
Luisa Geiselsoder,Portland Fire,Flau'jae Johnson,26.45,2
Luisa Geiselsoder,Portland Fire,Emily Engstler,25.94,7
Luisa Geiselsoder,Portland Fire,Sarah Ashlee Barker,25.85,6
Luisa Geiselsoder,Portland Fire,Jade Melbourne,24.19,2
Luisa Geiselsoder,Portland Fire,Zia Cooke,19.61,2
Luisa Geiselsoder,Portland Fire,Frieda Buhner,16.67,7
Luisa Geiselsoder,Portland Fire,Nyadiew Puoch,15.41,7
Luisa Geiselsoder,Portland Fire,Karlie Samuelson,15.25,4
Luisa Geiselsoder,Portland Fire,Katie Lou Samuelson,14.48,2
Luisa Geiselsoder,Portland Fire,Serah Williams,12.48,7
Luisa Geiselsoder,Portland Fire,Teja Oblak,10.94,7
Luisa Geiselsoder,Portland Fire,Jordan Harrison,10.28,2
Luisa Geiselsoder,Portland Fire,Stefanie Dolson,9.29,2
Luisa Geiselsoder,Portland Fire,Holly Winterburn,8.31,4
Megan Gustafson,Portland Fire,Bridget Carleton,29.26,4
Megan Gustafson,Portland Fire,Carla Leite,26.67,4
Megan Gustafson,Portland Fire,Megan DiLeo,25.69,2
Megan Gustafson,Portland Fire,Emily Engstler,23.11,4
Megan Gustafson,Portland Fire,Sarah Ashlee Barker,19.44,3
Megan Gustafson,Portland Fire,Serah Williams,19.11,4
Megan Gustafson,Portland Fire,Frieda Buhner,18.27,4
Megan Gustafson,Portland Fire,Karlie Samuelson,17.43,3
Megan Gustafson,Portland Fire,Nyadiew Puoch,14.38,4
Megan Gustafson,Portland Fire,Teja Oblak,12.70,4
Megan Gustafson,Portland Fire,Luisa Geiselsoder,9.94,3
Megan Gustafson,Portland Fire,Holly Winterburn,8.32,3
Sarah Ashlee Barker,Portland Fire,Bridget Carleton,30.88,2
Sarah Ashlee Barker,Portland Fire,Carla Leite,23.67,2
Sarah Ashlee Barker,Portland Fire,Nyadiew Puoch,22.50,2
Sarah Ashlee Barker,Portland Fire,Emily Engstler,22.09,2
Sarah Ashlee Barker,Portland Fire,Frieda Buhner,17.91,2
Sarah Ashlee Barker,Portland Fire,Teja Oblak,14.75,2
Sarah Ashlee Barker,Portland Fire,Karlie Samuelson,13.50,2
Sarah Ashlee Barker,Portland Fire,Serah Williams,13.30,2
Sarah Ashlee Barker,Portland Fire,Holly Winterburn,13.13,2
Serah Williams,Portland Fire,Bridget Carleton,29.54,4
Serah Williams,Portland Fire,Sarah Ashlee Barker,26.73,4
Serah Williams,Portland Fire,Carla Leite,25.45,4
Serah Williams,Portland Fire,Emily Engstler,23.69,4
Serah Williams,Portland Fire,Megan Gustafson,22.55,4
Serah Williams,Portland Fire,Luisa Geiselsoder,17.45,4
Serah Williams,Portland Fire,Nyadiew Puoch,16.45,4
Serah Williams,Portland Fire,Karlie Samuelson,15.33,2
Serah Williams,Portland Fire,Teja Oblak,14.22,3
Serah Williams,Portland Fire,Frieda Buhner,12.94,4
Teja Oblak,Portland Fire,Breanna Stewart,33.13,2
Teja Oblak,Portland Fire,Marine Johannes,30.65,2
Teja Oblak,Portland Fire,Jonquel Jones,30.42,2
Teja Oblak,Portland Fire,Bridget Carleton,29.37,5
Teja Oblak,Portland Fire,Pauline Astier,26.04,2
Teja Oblak,Portland Fire,Luisa Geiselsoder,23.46,6
Teja Oblak,Portland Fire,Carla Leite,23.03,4
Teja Oblak,Portland Fire,Sug Sutton,22.82,3
Teja Oblak,Portland Fire,Emily Engstler,22.21,6
Teja Oblak,Portland Fire,Nyadiew Puoch,21.36,6
Teja Oblak,Portland Fire,Sarah Ashlee Barker,21.26,6
Teja Oblak,Portland Fire,Rebekah Gardner,21.11,2
Teja Oblak,Portland Fire,Betnijah Laney-Hamilton,20.80,2
Teja Oblak,Portland Fire,Holly Winterburn,16.77,3
Teja Oblak,Portland Fire,Kamiah Smalls,15.09,2
