absent_player,team_name,teammate,avg_mins,games_sampled
Alicia Florez,Washington Mystics,Han Xu,18.54,2
Alicia Florez,Washington Mystics,Diamond Miller,18.32,2
Alicia Florez,Washington Mystics,Aaliyah Edwards,17.62,2
Alicia Florez,Washington Mystics,Zia Cooke,17.50,2
Alicia Florez,Washington Mystics,Cassandre Prosper,17.08,10
Alicia Florez,Washington Mystics,Mackenzie Holmes,17.08,2
Alicia Florez,Washington Mystics,Rebekah Gardner,17.04,2
Alicia Florez,Washington Mystics,Katie Lou Samuelson,16.66,2
Alicia Florez,Washington Mystics,Lauren Betts,16.11,12
Alicia Florez,Washington Mystics,Alex Wilson,14.48,4
Alicia Florez,Washington Mystics,Angela Dugalic,13.21,12
Alicia Florez,Washington Mystics,Rori Harmon,10.02,6
Alicia Florez,Washington Mystics,Lexie Brown,9.63,2
Alicia Florez,Washington Mystics,Lucy Olsen,9.14,9
Alicia Florez,Washington Mystics,Nell Angloma,9.07,2
Alicia Florez,Washington Mystics,Raegan Beers,8.13,2
Cassandre Prosper,Washington Mystics,Sonia Citron,37.72,4
Cassandre Prosper,Washington Mystics,Kayla McBride,36.93,2
Cassandre Prosper,Washington Mystics,Natasha Howard,36.00,2
Cassandre Prosper,Washington Mystics,Olivia Miles,33.74,2
Cassandre Prosper,Washington Mystics,Kiki Iriafen,33.52,4
Cassandre Prosper,Washington Mystics,Michaela Onyenwere,30.78,4
Cassandre Prosper,Washington Mystics,Shakira Austin,29.42,4
Cassandre Prosper,Washington Mystics,Courtney Williams,28.17,2
Cassandre Prosper,Washington Mystics,Nia Coffey,26.88,2
Cassandre Prosper,Washington Mystics,Georgia Amoore,25.73,4
Cassandre Prosper,Washington Mystics,Cotie McMahon,24.84,4
Cassandre Prosper,Washington Mystics,Alicia Florez,17.95,2
Cassandre Prosper,Washington Mystics,Lauren Betts,16.06,4
Cassandre Prosper,Washington Mystics,Maya Caldwell,13.42,2
Cassandre Prosper,Washington Mystics,Anastasiia Olairi Kosu,10.96,2
Cassandre Prosper,Washington Mystics,Angela Dugalic,10.64,4
Cassandre Prosper,Washington Mystics,Antonia Delaere,7.74,2
Cassandre Prosper,Washington Mystics,Lucy Olsen,7.33,4
Cassandre Prosper,Washington Mystics,Teaira McCowan,6.16,2
Cotie McMahon,Washington Mystics,Sonia Citron,35.11,2
Cotie McMahon,Washington Mystics,Shakira Austin,30.67,2
Cotie McMahon,Washington Mystics,Kiki Iriafen,27.68,2
Cotie McMahon,Washington Mystics,Cassandre Prosper,23.06,2
Cotie McMahon,Washington Mystics,Georgia Amoore,20.90,2
Cotie McMahon,Washington Mystics,Rori Harmon,20.63,2
Cotie McMahon,Washington Mystics,Alex Wilson,20.47,2
Cotie McMahon,Washington Mystics,Lauren Betts,15.23,2
Cotie McMahon,Washington Mystics,Angela Dugalic,11.43,2
Cotie McMahon,Washington Mystics,Lucy Olsen,7.34,2
Kiki Iriafen,Washington Mystics,Sonia Citron,34.38,3
Kiki Iriafen,Washington Mystics,Shakira Austin,31.03,2
Kiki Iriafen,Washington Mystics,Michaela Onyenwere,27.26,3
Kiki Iriafen,Washington Mystics,Lauren Betts,25.78,3
Kiki Iriafen,Washington Mystics,Angela Dugalic,23.34,3
Kiki Iriafen,Washington Mystics,Cotie McMahon,21.61,3
Kiki Iriafen,Washington Mystics,Georgia Amoore,20.26,3
Kiki Iriafen,Washington Mystics,Alicia Florez,18.30,2
Kiki Iriafen,Washington Mystics,Lucy Olsen,11.83,2
Kiki Iriafen,Washington Mystics,Cassandre Prosper,5.88,3
Michaela Onyenwere,Washington Mystics,Sonia Citron,33.59,4
Michaela Onyenwere,Washington Mystics,Shakira Austin,30.29,4
Michaela Onyenwere,Washington Mystics,Kiki Iriafen,29.42,4
Michaela Onyenwere,Washington Mystics,Cotie McMahon,25.53,2
Michaela Onyenwere,Washington Mystics,Cassandre Prosper,24.02,4
Michaela Onyenwere,Washington Mystics,Georgia Amoore,22.43,4
Michaela Onyenwere,Washington Mystics,Lauren Betts,14.75,4
Michaela Onyenwere,Washington Mystics,Alex Wilson,14.48,4
Michaela Onyenwere,Washington Mystics,Rori Harmon,13.93,4
Michaela Onyenwere,Washington Mystics,Angela Dugalic,10.55,4
Michaela Onyenwere,Washington Mystics,Lucy Olsen,8.37,3
Sonia Citron,Washington Mystics,Kiki Iriafen,29.16,3
Sonia Citron,Washington Mystics,Cotie McMahon,29.11,3
Sonia Citron,Washington Mystics,Shakira Austin,26.09,3
Sonia Citron,Washington Mystics,Michaela Onyenwere,24.62,3
Sonia Citron,Washington Mystics,Alicia Florez,22.00,2
Sonia Citron,Washington Mystics,Georgia Amoore,18.48,3
Sonia Citron,Washington Mystics,Cassandre Prosper,15.91,3
Sonia Citron,Washington Mystics,Lauren Betts,14.54,3
Sonia Citron,Washington Mystics,Lucy Olsen,10.24,3
Sonia Citron,Washington Mystics,Angela Dugalic,10.19,3
