date,game_label,player,rw_team,rw_projected,our_projected,actual_minutes,proj_source,rw_date_source
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Erica Wheeler,Los Angeles Sparks,27.0,29.1,29.9,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Jihyun Park,Los Angeles Sparks,5.0,0.0,5.3,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Kiana Williams,Los Angeles Sparks,5.0,10.6,3.7,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Nneka Ogwumike,Los Angeles Sparks,30.0,32.2,32.5,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Rae Burrell,Los Angeles Sparks,30.0,30.7,34.9,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Tonie Morgan,Los Angeles Sparks,,10.2,6.4,replay,
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Alyssa Thomas,Phoenix Mercury,35.0,34.5,33.1,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,DeWanna Bonner,Phoenix Mercury,30.0,29.3,27.0,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Kahleah Copper,Phoenix Mercury,35.0,34.0,35.1,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Lexi Held,Phoenix Mercury,,14.6,12.8,replay,
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Marta Suarez,Phoenix Mercury,2.0,7.9,6.9,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Natasha Mack,Phoenix Mercury,20.0,22.6,13.0,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Noemie Brochant,Phoenix Mercury,23.0,24.4,30.1,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Sami Whitcomb,Phoenix Mercury,17.0,17.2,22.2,replay,inferred
2026-08-11,Los Angeles Sparks vs Phoenix Mercury,Valeriane Ayayi,Phoenix Mercury,17.0,15.5,19.8,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Alicia Florez,Washington Mystics,8.0,0.0,5.4,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Angela Dugalic,Washington Mystics,3.0,0.0,1.1,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Betnijah Laney-Hamilton,Washington Mystics,,0.0,14.4,replay,
2026-08-11,Las Vegas Aces vs Washington Mystics,Cassandre Prosper,Washington Mystics,11.0,11.4,0.8,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Cotie McMahon,Washington Mystics,24.0,23.4,21.4,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Georgia Amoore,Washington Mystics,22.0,22.0,20.1,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Kiki Iriafen,Washington Mystics,27.0,28.7,34.2,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Lauren Betts,Washington Mystics,19.0,18.9,14.2,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Michaela Onyenwere,Washington Mystics,25.0,28.3,25.0,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Shakira Austin,Washington Mystics,29.0,33.4,30.3,replay,inferred
2026-08-11,Las Vegas Aces vs Washington Mystics,Sonia Citron,Washington Mystics,32.0,33.9,33.1,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Aliyah Boston,Indiana Fever,31.0,29.4,25.7,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Caitlin Clark,Indiana Fever,34.0,33.6,34.8,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Kelsey Mitchell,Indiana Fever,35.0,35.0,31.2,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Lexie Hull,Indiana Fever,16.0,20.5,17.9,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Makayla Timpson,Indiana Fever,28.0,30.8,27.9,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Mercedes Russell,Indiana Fever,1.0,0.0,0.9,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Monique Billings,Indiana Fever,20.0,19.3,17.4,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Myisha Hines-Allen,Indiana Fever,3.0,0.0,8.0,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Raven Johnson,Indiana Fever,3.0,0.0,2.5,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Sophie Cunningham,Indiana Fever,24.0,20.8,22.1,replay,inferred
2026-08-11,Indiana Fever vs New York Liberty,Tyasha Harris,Indiana Fever,5.0,10.6,11.4,replay,inferred
2026-08-12,Chicago Sky vs Golden State Valkyries,Aicha Coulibaly,Chicago Sky,,14.2,20.2,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Azura Stevens,Chicago Sky,,24.1,16.6,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Courtney Vandersloot,Chicago Sky,,23.4,15.3,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,DiJonai Carrington,Chicago Sky,,16.5,24.3,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Elizabeth Williams,Chicago Sky,,16.6,12.3,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Gabriela Jaquez,Chicago Sky,,15.1,12.9,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Jacy Sheldon,Chicago Sky,,21.9,25.5,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Kamilla Cardoso,Chicago Sky,,26.2,22.2,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Natasha Cloud,Chicago Sky,,28.5,31.1,replay,
2026-08-12,Chicago Sky vs Golden State Valkyries,Rachel Banham,Chicago Sky,,13.5,19.7,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Antonia Delaere,Minnesota Lynx,,7.7,8.5,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Courtney Williams,Minnesota Lynx,,30.6,29.5,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Dorka Juhasz,Minnesota Lynx,,11.0,7.4,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Eliska Joklova,Minnesota Lynx,,0.0,1.7,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Kayla McBride,Minnesota Lynx,,33.1,31.5,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Maya Caldwell,Minnesota Lynx,,11.9,12.8,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Napheesa Collier,Minnesota Lynx,,30.6,32.6,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Natasha Howard,Minnesota Lynx,,27.4,28.2,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Nia Coffey,Minnesota Lynx,,15.0,13.2,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Olivia Miles,Minnesota Lynx,,32.7,34.6,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Bridget Carleton,Portland Fire,,33.2,32.6,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Emily Engstler,Portland Fire,,27.4,23.1,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Frieda Buhner,Portland Fire,,16.8,16.9,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Holly Winterburn,Portland Fire,,12.6,9.1,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Jordan Harrison,Portland Fire,,10.2,18.2,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Karlie Samuelson,Portland Fire,,17.9,15.6,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Megan DiLeo,Portland Fire,,28.5,23.5,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Nyadiew Puoch,Portland Fire,,23.4,23.0,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Serah Williams,Portland Fire,,14.9,16.6,replay,
2026-08-12,Minnesota Lynx vs Portland Fire,Teja Oblak,Portland Fire,,15.1,21.5,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Alanna Smith,Dallas Wings,,27.7,33.5,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Alysha Clark,Dallas Wings,,14.1,16.4,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Arike Ogunbowale,Dallas Wings,,38.5,34.6,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Awak Kuier,Dallas Wings,,22.9,25.3,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Aziaha James,Dallas Wings,,16.4,12.0,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Maddy Siegrist,Dallas Wings,,16.3,13.4,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Odyssey Sims,Dallas Wings,,21.5,30.3,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Paige Bueckers,Dallas Wings,,42.6,34.5,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Aneesah Morrow,Toronto Tempo,15.0,21.4,21.6,replay,inferred
2026-08-12,Dallas Wings vs Toronto Tempo,Isabelle Harrison,Toronto Tempo,15.0,26.6,30.2,replay,inferred
2026-08-12,Dallas Wings vs Toronto Tempo,Kia Nurse,Toronto Tempo,8.0,17.2,22.5,replay,inferred
2026-08-12,Dallas Wings vs Toronto Tempo,Kiki Rice,Toronto Tempo,25.0,30.1,31.4,replay,inferred
2026-08-12,Dallas Wings vs Toronto Tempo,Laura Juskaite,Toronto Tempo,28.0,28.3,32.0,replay,inferred
2026-08-12,Dallas Wings vs Toronto Tempo,Marina Mabrey,Toronto Tempo,25.0,33.4,31.0,replay,inferred
2026-08-12,Dallas Wings vs Toronto Tempo,Nyara Sabally,Toronto Tempo,20.0,27.7,16.8,replay,inferred
2026-08-12,Dallas Wings vs Toronto Tempo,Ornella Bankole,Toronto Tempo,,0.0,4.7,replay,
2026-08-12,Dallas Wings vs Toronto Tempo,Temi Fagbenle,Toronto Tempo,10.0,15.3,9.8,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,A'ja Wilson,Las Vegas Aces,34.0,35.1,34.7,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Brianna Turner,Las Vegas Aces,17.0,14.3,16.7,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Chelsea Gray,Las Vegas Aces,34.0,35.4,28.9,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Jackie Young,Las Vegas Aces,33.0,33.8,35.3,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Jewell Loyd,Las Vegas Aces,25.0,26.3,24.3,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Mai Yamamoto,Las Vegas Aces,9.0,10.0,13.0,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,NaLyssa Smith,Las Vegas Aces,29.0,25.3,28.5,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Stephanie Talbot,Las Vegas Aces,10.0,14.3,16.0,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Ta'Niya Latson,Las Vegas Aces,9.0,5.5,2.7,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Alicia Florez,Washington Mystics,5.0,0.0,4.4,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Angela Dugalic,Washington Mystics,2.0,0.0,3.5,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Betnijah Laney-Hamilton,Washington Mystics,12.0,0.0,15.8,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Cassandre Prosper,Washington Mystics,3.0,7.1,1.3,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Cotie McMahon,Washington Mystics,24.0,20.3,15.5,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Georgia Amoore,Washington Mystics,21.0,22.2,25.6,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Kiki Iriafen,Washington Mystics,30.0,31.0,26.6,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Lauren Betts,Washington Mystics,15.0,16.1,19.4,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Michaela Onyenwere,Washington Mystics,25.0,26.2,22.9,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Shakira Austin,Washington Mystics,30.0,30.0,30.4,replay,inferred
2026-08-13,Las Vegas Aces vs Washington Mystics,Sonia Citron,Washington Mystics,33.0,32.5,34.4,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Ariel Atkins,Los Angeles Sparks,31.0,29.2,28.2,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Cameron Brink,Los Angeles Sparks,20.0,17.2,19.2,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Chance Gray,Los Angeles Sparks,10.0,10.8,12.2,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Dearica Hamby,Los Angeles Sparks,29.0,30.5,30.2,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Erica Wheeler,Los Angeles Sparks,28.0,29.7,28.7,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Jihyun Park,Los Angeles Sparks,8.0,8.7,9.5,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Kiana Williams,Los Angeles Sparks,8.0,9.9,8.1,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Nneka Ogwumike,Los Angeles Sparks,31.0,32.8,30.6,replay,inferred
2026-08-13,Los Angeles Sparks vs New York Liberty,Rae Burrell,Los Angeles Sparks,31.0,31.2,33.3,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Aaliyah Nye,Atlanta Dream,,0.0,7.3,replay,
2026-08-13,Atlanta Dream vs Connecticut Sun,Allisha Gray,Atlanta Dream,33.0,33.6,27.8,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Angel Reese,Atlanta Dream,32.0,31.7,28.3,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Brionna Jones,Atlanta Dream,20.0,17.9,4.7,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Isobel Borlase,Atlanta Dream,11.0,12.9,11.5,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Jaylyn Sherrod,Atlanta Dream,5.0,6.9,11.8,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Jordin Canada,Atlanta Dream,33.0,33.8,26.6,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Madina Okot,Atlanta Dream,3.0,0.0,16.4,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Naz Hillmon,Atlanta Dream,27.0,28.2,24.2,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Rhyne Howard,Atlanta Dream,33.0,35.0,29.4,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Shatori Walker-Kimbrough,Atlanta Dream,2.0,0.0,5.5,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Sika Kone,Atlanta Dream,1.0,0.0,6.4,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Aaliyah Edwards,Connecticut Sun,24.0,20.4,17.1,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Brittney Griner,Connecticut Sun,20.0,24.5,18.9,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Charlisse Leger-Walker,Connecticut Sun,24.0,22.2,17.7,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Diamond Miller,Connecticut Sun,24.0,22.2,10.2,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Gianna Kneepkens,Connecticut Sun,,0.0,14.4,replay,
2026-08-13,Atlanta Dream vs Connecticut Sun,Hailey Van Lith,Connecticut Sun,5.0,0.0,13.8,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Kennedy Burke,Connecticut Sun,22.0,21.0,17.6,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Leila Lacan,Connecticut Sun,29.0,27.8,20.2,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Nell Angloma,Connecticut Sun,8.0,9.9,17.5,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Olivia Nelson-Ododa,Connecticut Sun,22.0,20.5,16.6,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Raegan Beers,Connecticut Sun,4.0,11.6,9.3,replay,inferred
2026-08-13,Atlanta Dream vs Connecticut Sun,Rayah Marshall,Connecticut Sun,,0.0,6.2,replay,
2026-08-13,Atlanta Dream vs Connecticut Sun,Saniya Rivers,Connecticut Sun,18.0,19.9,20.5,replay,inferred
2026-08-14,Portland Fire vs Seattle Storm,Bridget Carleton,Portland Fire,,30.6,28.5,replay,
2026-08-14,Portland Fire vs Seattle Storm,Carla Leite,Portland Fire,,26.3,27.4,replay,
2026-08-14,Portland Fire vs Seattle Storm,Emily Engstler,Portland Fire,,24.8,27.4,replay,
2026-08-14,Portland Fire vs Seattle Storm,Frieda Buhner,Portland Fire,,15.4,12.6,replay,
2026-08-14,Portland Fire vs Seattle Storm,Holly Winterburn,Portland Fire,,11.1,21.4,replay,
2026-08-14,Portland Fire vs Seattle Storm,Karlie Samuelson,Portland Fire,,15.9,15.3,replay,
2026-08-14,Portland Fire vs Seattle Storm,Megan DiLeo,Portland Fire,,25.6,27.9,replay,
2026-08-14,Portland Fire vs Seattle Storm,Nyadiew Puoch,Portland Fire,,21.5,14.8,replay,
2026-08-14,Portland Fire vs Seattle Storm,Serah Williams,Portland Fire,,14.3,12.2,replay,
2026-08-14,Portland Fire vs Seattle Storm,Teja Oblak,Portland Fire,,14.5,12.6,replay,
2026-08-14,Portland Fire vs Seattle Storm,Awa Fam,Seattle Storm,,27.2,22.2,replay,
2026-08-14,Portland Fire vs Seattle Storm,Dominique Malonga,Seattle Storm,,28.3,23.4,replay,
2026-08-14,Portland Fire vs Seattle Storm,Ezi Magbegor,Seattle Storm,,18.5,26.5,replay,
2026-08-14,Portland Fire vs Seattle Storm,Jade Melbourne,Seattle Storm,,27.2,34.0,replay,
2026-08-14,Portland Fire vs Seattle Storm,Jordan Horston,Seattle Storm,,18.8,25.3,replay,
2026-08-14,Portland Fire vs Seattle Storm,Katie Lou Samuelson,Seattle Storm,,15.2,11.7,replay,
2026-08-14,Portland Fire vs Seattle Storm,Natisha Hiedeman,Seattle Storm,,32.4,31.9,replay,
2026-08-14,Portland Fire vs Seattle Storm,Stefanie Dolson,Seattle Storm,,12.2,9.1,replay,
2026-08-14,Portland Fire vs Seattle Storm,Taylor Thierry,Seattle Storm,,4.9,2.3,replay,
2026-08-14,Portland Fire vs Seattle Storm,Zia Cooke,Seattle Storm,,15.3,13.7,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Alanna Smith,Dallas Wings,,33.0,35.1,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Alysha Clark,Dallas Wings,,17.0,25.2,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Arike Ogunbowale,Dallas Wings,,32.3,29.8,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Awak Kuier,Dallas Wings,,25.2,27.9,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Haley Jones,Dallas Wings,,0.0,0.6,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Li Yueru,Dallas Wings,,9.9,4.2,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Maddy Siegrist,Dallas Wings,,13.5,12.8,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Odyssey Sims,Dallas Wings,,25.4,23.3,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Paige Bueckers,Dallas Wings,,35.1,36.5,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Sug Sutton,Dallas Wings,,8.6,4.5,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Aliyah Boston,Indiana Fever,,28.1,29.2,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Caitlin Clark,Indiana Fever,,33.4,34.1,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Grace VanSlooten,Indiana Fever,,0.0,0.6,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Kelsey Mitchell,Indiana Fever,,33.7,35.9,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Lexie Hull,Indiana Fever,,20.0,12.4,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Makayla Timpson,Indiana Fever,,30.6,23.7,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Monique Billings,Indiana Fever,,19.5,14.4,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Myisha Hines-Allen,Indiana Fever,,0.0,12.2,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Raven Johnson,Indiana Fever,,0.0,0.6,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Sophie Cunningham,Indiana Fever,,21.6,20.4,replay,
2026-08-14,Dallas Wings vs Indiana Fever,Tyasha Harris,Indiana Fever,,13.1,16.6,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,A'ja Wilson,Las Vegas Aces,,35.2,33.7,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Brianna Turner,Las Vegas Aces,,15.1,13.8,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Chelsea Gray,Las Vegas Aces,,35.1,34.2,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Jackie Young,Las Vegas Aces,,34.4,33.4,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Jewell Loyd,Las Vegas Aces,,26.4,27.8,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Mai Yamamoto,Las Vegas Aces,,11.2,16.7,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,NaLyssa Smith,Las Vegas Aces,,26.0,30.4,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Stephanie Talbot,Las Vegas Aces,,16.6,10.0,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Courtney Williams,Minnesota Lynx,,30.3,28.5,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Dorka Juhasz,Minnesota Lynx,,10.2,5.5,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Kayla McBride,Minnesota Lynx,,34.5,33.4,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Maya Caldwell,Minnesota Lynx,,10.6,10.4,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Napheesa Collier,Minnesota Lynx,,32.1,25.1,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Natasha Howard,Minnesota Lynx,,32.1,36.4,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Nia Coffey,Minnesota Lynx,,17.8,26.6,replay,
2026-08-15,Las Vegas Aces vs Minnesota Lynx,Olivia Miles,Minnesota Lynx,,32.4,34.2,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Alissa Pili,Los Angeles Sparks,,0.0,6.3,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Ariel Atkins,Los Angeles Sparks,,30.8,29.7,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Chance Gray,Los Angeles Sparks,,11.8,6.8,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Dearica Hamby,Los Angeles Sparks,,32.6,32.7,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Emma Cannon,Los Angeles Sparks,,5.9,11.3,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Erica Wheeler,Los Angeles Sparks,,31.1,23.3,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Jihyun Park,Los Angeles Sparks,,9.7,9.4,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Nneka Ogwumike,Los Angeles Sparks,,34.3,29.8,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Rae Burrell,Los Angeles Sparks,,33.0,34.1,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Tonie Morgan,Los Angeles Sparks,,10.8,16.7,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Alicia Florez,Washington Mystics,,7.9,8.3,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Betnijah Laney-Hamilton,Washington Mystics,,0.0,16.0,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Cassandre Prosper,Washington Mystics,,0.0,12.6,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Cotie McMahon,Washington Mystics,,18.0,22.4,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Georgia Amoore,Washington Mystics,,23.4,11.0,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Kiki Iriafen,Washington Mystics,,30.8,27.3,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Lauren Betts,Washington Mystics,,17.3,21.4,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Michaela Onyenwere,Washington Mystics,,24.6,15.4,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Shakira Austin,Washington Mystics,,29.9,31.2,replay,
2026-08-15,Los Angeles Sparks vs Washington Mystics,Sonia Citron,Washington Mystics,,32.9,34.2,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Ashlon Jackson,Connecticut Sun,,0.0,5.8,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Charlisse Leger-Walker,Connecticut Sun,,27.8,31.8,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Diamond Miller,Connecticut Sun,,26.5,32.3,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Gianna Kneepkens,Connecticut Sun,,9.0,4.2,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Kennedy Burke,Connecticut Sun,,26.7,21.2,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Leila Lacan,Connecticut Sun,,32.1,30.7,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Nell Angloma,Connecticut Sun,,12.8,12.9,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Olivia Nelson-Ododa,Connecticut Sun,,26.5,28.0,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Raegan Beers,Connecticut Sun,,13.6,12.0,replay,
2026-08-15,Connecticut Sun vs New York Liberty,Saniya Rivers,Connecticut Sun,,25.0,21.0,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Alyssa Thomas,Phoenix Mercury,,35.1,33.9,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,DeWanna Bonner,Phoenix Mercury,,30.1,32.7,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Kahleah Copper,Phoenix Mercury,,35.3,36.1,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Lexi Held,Phoenix Mercury,,16.3,14.5,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Marta Suarez,Phoenix Mercury,,0.0,2.6,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Natasha Mack,Phoenix Mercury,,22.0,18.1,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Noemie Brochant,Phoenix Mercury,,25.9,27.2,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Sami Whitcomb,Phoenix Mercury,,18.4,25.5,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Valeriane Ayayi,Phoenix Mercury,,16.9,9.4,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Bridget Carleton,Portland Fire,,30.7,31.6,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Carla Leite,Portland Fire,,25.9,27.6,replay,
2026-08-16,Phoenix Mercury vs Portland Fire,Emily Engstler,Portland Fire,,25.2,22.1,replay,
