date,game_label,player,rw_team,rw_projected,our_projected,actual_minutes,proj_source,rw_date_source
2026-07-30,Minnesota Lynx vs Toronto Tempo,Anastasiia Olairi Kosu,Minnesota Lynx,8.0,10.9,6.7,replay,inferred
2026-07-30,Minnesota Lynx vs Toronto Tempo,Eliska Hamzova,Minnesota Lynx,,0.0,13.7,replay,
2026-07-31,Indiana Fever vs Portland Fire,Aliyah Boston,Indiana Fever,,27.4,30.1,replay,
2026-07-31,Indiana Fever vs Portland Fire,Caitlin Clark,Indiana Fever,,31.2,33.8,replay,
2026-07-31,Indiana Fever vs Portland Fire,Kelsey Mitchell,Indiana Fever,,32.9,35.7,replay,
2026-07-31,Indiana Fever vs Portland Fire,Lexie Hull,Indiana Fever,,19.1,13.7,replay,
2026-07-31,Indiana Fever vs Portland Fire,Makayla Timpson,Indiana Fever,,24.2,19.6,replay,
2026-07-31,Indiana Fever vs Portland Fire,Monique Billings,Indiana Fever,,22.6,29.3,replay,
2026-07-31,Indiana Fever vs Portland Fire,Raven Johnson,Indiana Fever,,3.8,0.9,replay,
2026-07-31,Indiana Fever vs Portland Fire,Sophie Cunningham,Indiana Fever,,23.9,26.9,replay,
2026-07-31,Indiana Fever vs Portland Fire,Tyasha Harris,Indiana Fever,,14.9,9.7,replay,
2026-07-31,Indiana Fever vs Portland Fire,Bridget Carleton,Portland Fire,30.0,31.1,33.5,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Carla Leite,Portland Fire,27.0,27.5,30.6,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Emily Engstler,Portland Fire,26.0,25.1,28.0,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Frieda Buhner,Portland Fire,20.0,16.2,12.0,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Holly Winterburn,Portland Fire,3.0,10.9,9.7,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Karlie Samuelson,Portland Fire,12.0,15.0,18.6,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Megan DiLeo,Portland Fire,,26.6,25.4,replay,
2026-07-31,Indiana Fever vs Portland Fire,Nyadiew Puoch,Portland Fire,20.0,19.5,18.2,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Serah Williams,Portland Fire,18.0,14.2,14.6,replay,inferred
2026-07-31,Indiana Fever vs Portland Fire,Teja Oblak,Portland Fire,10.0,13.9,9.3,replay,inferred
2026-07-31,Atlanta Dream vs Seattle Storm,Allisha Gray,Atlanta Dream,,35.1,31.1,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Angel Reese,Atlanta Dream,,32.8,37.6,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Brionna Jones,Atlanta Dream,,18.3,17.0,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Isobel Borlase,Atlanta Dream,,15.0,14.2,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Jaylyn Sherrod,Atlanta Dream,,0.0,8.6,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Jordin Canada,Atlanta Dream,,34.8,31.4,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Naz Hillmon,Atlanta Dream,,28.3,25.5,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Rhyne Howard,Atlanta Dream,,35.7,34.7,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Alanna Smith,Dallas Wings,,0.0,17.9,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Alysha Clark,Dallas Wings,,0.0,7.0,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Arike Ogunbowale,Dallas Wings,,33.4,30.5,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Awak Kuier,Dallas Wings,,21.2,4.8,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Aziaha James,Dallas Wings,,7.8,2.5,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Azzi Fudd,Dallas Wings,,34.6,32.8,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Jessica Shepard,Dallas Wings,,36.4,33.0,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Li Yueru,Dallas Wings,,9.4,14.9,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Maddy Siegrist,Dallas Wings,,16.2,9.2,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Odyssey Sims,Dallas Wings,,5.3,7.2,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Paige Bueckers,Dallas Wings,,35.7,33.8,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Sug Sutton,Dallas Wings,,0.0,6.2,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Awa Fam,Seattle Storm,,29.2,29.1,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Dominique Malonga,Seattle Storm,,26.3,25.2,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Ezi Magbegor,Seattle Storm,,0.0,13.7,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Flau'jae Johnson,Seattle Storm,,28.5,25.8,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Jade Melbourne,Seattle Storm,,25.7,25.3,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Jordan Horston,Seattle Storm,,17.5,12.3,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Katie Lou Samuelson,Seattle Storm,12.0,14.6,16.3,replay,inferred
2026-07-31,Atlanta Dream vs Seattle Storm,Natisha Hiedeman,Seattle Storm,,31.1,33.8,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Stefanie Dolson,Seattle Storm,,12.5,5.5,replay,
2026-07-31,Atlanta Dream vs Seattle Storm,Zia Cooke,Seattle Storm,,14.6,12.9,replay,
2026-07-31,Dallas Wings vs Washington Mystics,Alicia Florez,Washington Mystics,15.0,10.1,2.5,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Cassandre Prosper,Washington Mystics,9.0,7.9,7.6,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Cotie McMahon,Washington Mystics,18.0,20.3,26.5,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Georgia Amoore,Washington Mystics,22.0,25.3,17.6,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Kiki Iriafen,Washington Mystics,29.0,29.0,27.5,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Lauren Betts,Washington Mystics,17.0,15.1,17.1,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Michaela Onyenwere,Washington Mystics,25.0,29.1,30.2,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Shakira Austin,Washington Mystics,29.0,30.5,35.5,replay,inferred
2026-07-31,Dallas Wings vs Washington Mystics,Sonia Citron,Washington Mystics,32.0,32.7,35.6,replay,inferred
2026-08-01,New York Liberty vs Phoenix Mercury,Alyssa Thomas,Phoenix Mercury,,32.6,35.8,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,DeWanna Bonner,Phoenix Mercury,,27.6,32.3,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,Kahleah Copper,Phoenix Mercury,,31.4,36.6,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,Lexi Held,Phoenix Mercury,,13.6,5.9,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,Monique Akoa Makani,Phoenix Mercury,,23.1,15.8,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,Natasha Mack,Phoenix Mercury,,19.3,11.9,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,Noemie Brochant,Phoenix Mercury,,22.0,25.7,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,Sami Whitcomb,Phoenix Mercury,,14.3,15.0,replay,
2026-08-01,New York Liberty vs Phoenix Mercury,Valeriane Ayayi,Phoenix Mercury,,16.1,21.2,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Aicha Coulibaly,Chicago Sky,,12.4,24.0,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Courtney Vandersloot,Chicago Sky,,24.7,20.3,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,DiJonai Carrington,Chicago Sky,,18.2,19.1,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Elizabeth Williams,Chicago Sky,,17.5,21.4,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Gabriela Jaquez,Chicago Sky,,17.8,4.0,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Jacy Sheldon,Chicago Sky,,21.2,15.7,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Kamilla Cardoso,Chicago Sky,,29.0,25.8,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Natasha Cloud,Chicago Sky,,32.8,29.5,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Rachel Banham,Chicago Sky,,0.0,10.5,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Sydney Taylor,Chicago Sky,,26.4,29.8,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,A'ja Wilson,Las Vegas Aces,,31.7,34.5,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Brianna Turner,Las Vegas Aces,,14.6,12.8,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Chelsea Gray,Las Vegas Aces,,31.8,34.4,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Dana Evans,Las Vegas Aces,,16.4,17.4,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Jackie Young,Las Vegas Aces,,31.4,33.0,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Jewell Loyd,Las Vegas Aces,,25.8,24.7,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Kierstan Bell,Las Vegas Aces,,9.7,5.0,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,NaLyssa Smith,Las Vegas Aces,,22.3,30.9,replay,
2026-08-01,Chicago Sky vs Las Vegas Aces,Stephanie Talbot,Las Vegas Aces,,16.3,7.3,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Isabelle Harrison,Toronto Tempo,,23.7,17.1,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Julie Allemand,Toronto Tempo,,30.3,33.9,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Kia Nurse,Toronto Tempo,,14.5,17.2,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Kiki Rice,Toronto Tempo,,26.4,26.8,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Laura Juskaite,Toronto Tempo,,26.9,34.7,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Maria Conde,Toronto Tempo,,28.7,33.7,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Nyara Sabally,Toronto Tempo,,25.5,24.8,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Temi Fagbenle,Toronto Tempo,,13.7,10.7,replay,
2026-08-02,Golden State Valkyries vs Toronto Tempo,Teonni Key,Toronto Tempo,,10.3,1.1,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Ashlon Jackson,Connecticut Sun,,0.0,11.3,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Charlisse Leger-Walker,Connecticut Sun,,31.1,25.4,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Diamond Miller,Connecticut Sun,,28.4,29.8,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Gianna Kneepkens,Connecticut Sun,,0.0,6.9,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Kennedy Burke,Connecticut Sun,,29.0,30.4,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Leila Lacan,Connecticut Sun,,35.2,25.0,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Nell Angloma,Connecticut Sun,,0.0,9.8,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Olivia Nelson-Ododa,Connecticut Sun,,29.0,26.8,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Raegan Beers,Connecticut Sun,,15.1,14.5,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Rayah Marshall,Connecticut Sun,,5.6,3.6,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Saniya Rivers,Connecticut Sun,,26.6,16.7,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Alanna Smith,Dallas Wings,,7.3,13.8,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Alysha Clark,Dallas Wings,,6.6,16.9,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Arike Ogunbowale,Dallas Wings,,34.4,22.7,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Awak Kuier,Dallas Wings,,13.7,8.5,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Aziaha James,Dallas Wings,,0.0,11.7,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Azzi Fudd,Dallas Wings,,34.9,24.4,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Jessica Shepard,Dallas Wings,,36.0,22.7,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Li Yueru,Dallas Wings,,11.1,9.3,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Maddy Siegrist,Dallas Wings,,12.2,17.2,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Odyssey Sims,Dallas Wings,,6.5,20.4,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Paige Bueckers,Dallas Wings,,37.3,24.9,replay,
2026-08-02,Connecticut Sun vs Dallas Wings,Sug Sutton,Dallas Wings,,0.0,7.4,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Ariel Atkins,Los Angeles Sparks,,31.2,30.6,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Cameron Brink,Los Angeles Sparks,,18.4,20.6,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Chance Gray,Los Angeles Sparks,,13.3,14.0,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Dearica Hamby,Los Angeles Sparks,,31.9,29.2,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Erica Wheeler,Los Angeles Sparks,,30.0,27.6,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Jihyun Park,Los Angeles Sparks,,9.0,18.1,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Nneka Ogwumike,Los Angeles Sparks,,34.3,30.2,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Rae Burrell,Los Angeles Sparks,,31.9,29.7,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Bridget Carleton,Portland Fire,,31.8,30.4,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Carla Leite,Portland Fire,,27.6,26.6,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Emily Engstler,Portland Fire,,26.0,21.6,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Frieda Buhner,Portland Fire,,15.5,18.4,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Holly Winterburn,Portland Fire,,10.8,10.2,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Karlie Samuelson,Portland Fire,,15.1,18.9,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Megan DiLeo,Portland Fire,,26.6,29.1,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Nyadiew Puoch,Portland Fire,,19.1,20.5,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Serah Williams,Portland Fire,,14.2,10.9,replay,
2026-08-02,Los Angeles Sparks vs Portland Fire,Teja Oblak,Portland Fire,,13.3,13.4,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Aliyah Boston,Indiana Fever,,26.2,33.0,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Caitlin Clark,Indiana Fever,,30.3,34.4,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Kelsey Mitchell,Indiana Fever,,30.5,35.2,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Lexie Hull,Indiana Fever,,21.4,14.2,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Makayla Timpson,Indiana Fever,,17.1,21.0,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Monique Billings,Indiana Fever,,26.5,23.5,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Myisha Hines-Allen,Indiana Fever,,13.4,2.4,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Raven Johnson,Indiana Fever,,0.0,3.5,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Sophie Cunningham,Indiana Fever,,22.2,22.7,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Tyasha Harris,Indiana Fever,,12.4,10.1,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Antonia Delaere,Minnesota Lynx,,9.2,8.5,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Courtney Williams,Minnesota Lynx,,28.7,34.0,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Dorka Juhasz,Minnesota Lynx,,13.3,10.5,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Kayla McBride,Minnesota Lynx,,32.5,29.4,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Maya Caldwell,Minnesota Lynx,,14.8,16.6,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Napheesa Collier,Minnesota Lynx,,27.5,31.4,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Natasha Howard,Minnesota Lynx,,28.0,22.7,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Nia Coffey,Minnesota Lynx,,14.8,15.4,replay,
2026-08-02,Indiana Fever vs Minnesota Lynx,Olivia Miles,Minnesota Lynx,,31.2,31.5,replay,
2026-08-03,Chicago Sky vs Phoenix Mercury,Aicha Coulibaly,Chicago Sky,22.0,13.4,10.7,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Courtney Vandersloot,Chicago Sky,22.0,24.2,26.8,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,DiJonai Carrington,Chicago Sky,19.0,18.6,20.1,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Elizabeth Williams,Chicago Sky,18.0,18.0,15.2,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Gabriela Jaquez,Chicago Sky,10.0,17.3,25.7,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Jacy Sheldon,Chicago Sky,16.0,20.8,23.3,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Kamilla Cardoso,Chicago Sky,25.0,28.8,27.6,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Natasha Cloud,Chicago Sky,30.0,32.4,31.4,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Rachel Banham,Chicago Sky,10.0,0.0,2.2,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Sydney Taylor,Chicago Sky,28.0,26.5,16.9,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Alyssa Thomas,Phoenix Mercury,36.0,32.9,37.6,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,DeWanna Bonner,Phoenix Mercury,30.0,29.1,30.6,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Kahleah Copper,Phoenix Mercury,34.0,32.5,34.4,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Kelsey Plum,Phoenix Mercury,19.0,13.2,20.5,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Lexi Held,Phoenix Mercury,,14.7,2.7,replay,
2026-08-03,Chicago Sky vs Phoenix Mercury,Natasha Mack,Phoenix Mercury,16.0,21.3,18.2,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Noemie Brochant,Phoenix Mercury,23.0,23.3,18.7,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Sami Whitcomb,Phoenix Mercury,15.0,15.9,14.9,replay,inferred
2026-08-03,Chicago Sky vs Phoenix Mercury,Valeriane Ayayi,Phoenix Mercury,20.0,17.1,22.4,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Aaliyah Nye,Atlanta Dream,,0.0,2.0,replay,
2026-08-03,Atlanta Dream vs Las Vegas Aces,Allisha Gray,Atlanta Dream,33.0,33.5,29.7,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Angel Reese,Atlanta Dream,33.0,32.7,26.5,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Brionna Jones,Atlanta Dream,20.0,17.7,17.4,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Isobel Borlase,Atlanta Dream,15.0,13.6,8.6,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Jaylyn Sherrod,Atlanta Dream,5.0,6.9,7.5,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Jordin Canada,Atlanta Dream,32.0,33.3,31.2,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Madina Okot,Atlanta Dream,3.0,0.0,6.7,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Naz Hillmon,Atlanta Dream,25.0,27.7,27.2,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Rhyne Howard,Atlanta Dream,34.0,34.6,33.4,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Shatori Walker-Kimbrough,Atlanta Dream,,0.0,6.4,replay,
2026-08-03,Atlanta Dream vs Las Vegas Aces,Sika Kone,Atlanta Dream,,0.0,3.4,replay,
2026-08-03,Atlanta Dream vs Las Vegas Aces,A'ja Wilson,Las Vegas Aces,33.0,32.2,30.1,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Brianna Turner,Las Vegas Aces,16.0,16.1,15.9,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Chelsea Gray,Las Vegas Aces,33.0,32.5,30.0,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Dana Evans,Las Vegas Aces,17.0,16.1,12.6,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Jackie Young,Las Vegas Aces,33.0,31.4,34.4,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Jewell Loyd,Las Vegas Aces,27.0,24.0,18.5,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Justine Pissott,Las Vegas Aces,,0.0,3.4,replay,
2026-08-03,Atlanta Dream vs Las Vegas Aces,Kierstan Bell,Las Vegas Aces,5.0,8.8,13.0,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Mai Yamamoto,Las Vegas Aces,,0.0,2.0,replay,
2026-08-03,Atlanta Dream vs Las Vegas Aces,NaLyssa Smith,Las Vegas Aces,23.0,25.3,30.6,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Stephanie Talbot,Las Vegas Aces,13.0,13.6,7.5,replay,inferred
2026-08-03,Atlanta Dream vs Las Vegas Aces,Ta'Niya Latson,Las Vegas Aces,,0.0,2.0,replay,
2026-08-03,New York Liberty vs Seattle Storm,Awa Fam,Seattle Storm,31.0,27.9,19.8,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Dominique Malonga,Seattle Storm,26.0,25.1,28.0,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Ezi Magbegor,Seattle Storm,14.0,11.9,21.3,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Flau'jae Johnson,Seattle Storm,27.0,26.9,30.1,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Jade Melbourne,Seattle Storm,26.0,24.6,24.3,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Jordan Horston,Seattle Storm,14.0,15.0,10.2,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Katie Lou Samuelson,Seattle Storm,12.0,14.3,14.4,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Natisha Hiedeman,Seattle Storm,32.0,30.1,32.7,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Stefanie Dolson,Seattle Storm,5.0,10.6,10.8,replay,inferred
2026-08-03,New York Liberty vs Seattle Storm,Zia Cooke,Seattle Storm,13.0,13.6,8.2,replay,inferred
2026-08-04,Golden State Valkyries vs Toronto Tempo,Aneesah Morrow,Toronto Tempo,15.0,12.7,16.1,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Isabelle Harrison,Toronto Tempo,15.0,21.3,7.9,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Julie Allemand,Toronto Tempo,25.0,30.1,30.5,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Kiki Rice,Toronto Tempo,25.0,26.3,22.9,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Laura Juskaite,Toronto Tempo,28.0,27.1,25.1,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Maria Conde,Toronto Tempo,28.0,27.5,30.1,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Marina Mabrey,Toronto Tempo,25.0,29.4,35.4,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Nyara Sabally,Toronto Tempo,20.0,25.6,31.7,replay,
2026-08-04,Golden State Valkyries vs Toronto Tempo,Teonni Key,Toronto Tempo,1.0,0.0,0.4,replay,
2026-08-05,Chicago Sky vs Los Angeles Sparks,Aicha Coulibaly,Chicago Sky,13.0,18.0,24.1,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Courtney Vandersloot,Chicago Sky,25.0,26.0,27.5,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,DiJonai Carrington,Chicago Sky,20.0,18.8,12.2,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Elizabeth Williams,Chicago Sky,18.0,18.3,26.5,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Gabriela Jaquez,Chicago Sky,20.0,19.2,6.8,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Jacy Sheldon,Chicago Sky,18.0,25.4,28.8,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Kamilla Cardoso,Chicago Sky,27.0,29.7,29.4,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Natasha Cloud,Chicago Sky,31.0,31.9,31.6,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Rachel Banham,Chicago Sky,3.0,12.7,13.1,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Ariel Atkins,Los Angeles Sparks,32.0,30.3,20.9,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Cameron Brink,Los Angeles Sparks,20.0,18.2,14.3,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Chance Gray,Los Angeles Sparks,8.0,13.5,12.1,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Dearica Hamby,Los Angeles Sparks,30.0,31.1,33.5,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Emma Cannon,Los Angeles Sparks,,0.0,2.3,replay,
2026-08-05,Chicago Sky vs Los Angeles Sparks,Erica Wheeler,Los Angeles Sparks,28.0,29.5,24.0,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Jihyun Park,Los Angeles Sparks,6.0,0.0,15.4,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Monique Akoa Makani,Los Angeles Sparks,15.0,13.3,16.3,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Nneka Ogwumike,Los Angeles Sparks,30.0,33.3,29.9,replay,inferred
2026-08-05,Chicago Sky vs Los Angeles Sparks,Rae Burrell,Los Angeles Sparks,31.0,30.8,31.4,replay,inferred
